Targa2,0,1,2,3,4,5,6,E
EC,0.00492664768994964,0.00175169695642654,0.00547405298883293,0.0126998029340924,0.429494197503832,0.54521567768776,0.000437924239106635,0
ED,0.00240421901659687,0.00170621994726229,0.00380021715526602,0.00674732433690088,0.258182100201644,0.726306809368699,0.00077555452148286,7.7555452148286E-05
EF,0.00609343263371699,0.000677048070412999,0.001354096140826,0.00609343263371699,0.231211916046039,0.753554502369668,0.0010155721056195,0
EG,0.000523560209424084,0.000261780104712042,0.00104712041884817,0.00209424083769634,0.106020942408377,0.889267015706806,0.000785340314136126,0
EH,0.000918273645546373,0.000131181949363768,0.00131181949363768,0.0044601862783681,0.0738554374918011,0.918929555293192,0.000393545848091303,0
EJ,0.00242028833000105,0.00115752920130485,0.00284120803956645,0.00631379564348101,0.0779753761969904,0.908344733242134,0.000736609491739451,0.0002104598547827
EK,0.00462860921313643,0.00110204981265153,0.00573065902578797,0.00969803835133348,0.0689883182719859,0.90654617588715,0.00264491955036368,0.000661229887590919
EL,0.0022238695329874,0.000494193229552755,0.00148257968865827,0.00395354583642204,0.039906103286385,0.948109710896961,0.0033358042994811,0.000494193229552755
EM,0.0020879390813068,0.000491279783836895,0.00159665929746991,0.00454433800049128,0.0287398673544584,0.955907639400639,0.00491279783836895,0.00171947924342913
EN,0.00360320611809692,0.00117655709978675,0.00352967129936025,0.00705934259872049,0.0464004706228399,0.928377086550482,0.00948599161703066,0.000367674093683359
EP,0.00297349709114415,0.00116354234001293,0.00258564964447317,0.00478345184227537,0.0277957336780866,0.945830639948287,0.0140917905623788,0.000775694893341952
ER,0.00438222763237979,0.00121728545343883,0.00462568472306756,0.00766889835666464,0.028119293974437,0.933901399878271,0.0188679245283019,0.00121728545343883
ES,0.00216080973501649,0.00102354145342886,0.00295689753212783,0.00477652678266803,0.0307062436028659,0.925395200727852,0.031616058228136,0.00136472193790515
ET,0.00197784810126582,0.000131856540084388,0.00158227848101266,0.00382383966244726,0.0171413502109705,0.895833333333333,0.0791139240506329,0.000395569620253165
EV,0.00377254324622746,0.000644092749355907,0.00404858299595142,0.00745307324254693,0.0322046374677954,0.812476996687523,0.138295914611704,0.00110415899889584
EW,0.00288483729517655,0.000692360950842372,0.00300023078698361,0.00588506808216017,0.0245788137549042,0.756519732287099,0.204938841449342,0.00150011539349181
EX,0.00177025963808025,0.000590086546026751,0.00216365066876475,0.00334382376081825,0.026750590086546,0.694433516915814,0.269571203776554,0.00137686860739575
EY,0.00114883839673219,0.000510594842992086,0.00165943323972428,0.00344651519019658,0.0209343885626755,0.59548123563952,0.375542507020679,0.00127648710748021
EZ,0.0018558614290133,0.000515517063614806,0.00175275801629034,0.0031962057944118,0.0180430972265182,0.503763274564388,0.469739148365811,0.00113413753995257
FA,0.002133062468258,0.000609446419502285,0.0026409344845099,0.00457084814626714,0.0311833417978669,0.345149822244794,0.612798374809548,0.000914169629253428
FB,0.00164119396861217,0.000820596984306083,0.00143604472253564,0.00400041029849215,0.0180531336547338,0.181864806646836,0.79126064211714,0.000923171607344343
FC,0.00251572327044025,0.00178197064989518,0.00241090146750524,0.00377358490566038,0.0222222222222222,0.160482180293501,0.805870020964361,0.000943396226415094
FD,0.00168634064080944,0.000361358708744881,0.00156588773789448,0.00325222837870393,0.0113225728740063,0.12165743194411,0.858708744880752,0.00144543483497952
FE,0.00157418339236521,0.000655909746818838,0.00157418339236521,0.00196772924045651,0.0107569198478289,0.0911714548078185,0.891118982028073,0.00118063754427391
FF,0.00223782699282352,0.000385832240141986,0.00231499344085192,0.00385832240141986,0.0238444324407748,0.125626977390231,0.839879620341076,0.00185199475268153
FG,0.00185396463205933,0.000713063320022818,0.00199657729606389,0.00285225328009127,0.0155447803764974,0.0651739874500856,0.908157444381061,0.00370792926411865
FH,0.00139595173995413,0.000299132515704457,0.00189450593279489,0.00368930102702164,0.0114667464353375,0.0500548409612125,0.929404726293748,0.00179479509422674
FJ,0.00186723928671459,0.000560171786014378,0.00177387732237886,0.00392120250210064,0.0176454112594529,0.0759032770049482,0.896088133694333,0.00224068714405751
FK,0.00180831826401447,0.000425486650356345,0.00106371662589086,0.00297840655249442,0.0138283161365812,0.0726518455483459,0.90341453036911,0.00382937985320711
FL,0.00138888888888889,0.000185185185185185,0.00222222222222222,0.00546296296296296,0.0176851851851852,0.0676851851851852,0.902962962962963,0.00240740740740741
FM,0.00251523652897359,0.000483699332494921,0.00280545612847054,0.0036761149269614,0.0179936151688111,0.0721679404082422,0.892908967785624,0.00744896972042179
FN,0.00115957541700116,8.91981090000892E-05,0.00222995272500223,0.00463830166800464,0.0165016501650165,0.0541432521630541,0.917491749174917,0.00374632057800375
FP,0.00048344210780759,0.000604302634759488,0.000725163161711385,0.00217548948513416,0.00761421319796954,0.0157118685037467,0.966763355088228,0.00592216582064298
FR,0.00136317979624049,0.000286985220261157,0.00172191132156694,0.00423303199885206,0.018367054096714,0.0663653321853925,0.90192280097575,0.00573970440522313
FS,0.00221238938053097,0.000698649278062413,0.00186306474149977,0.00209594783418724,0.0144387517466232,0.0656730321378668,0.901374010246856,0.0116441546343735
FT,0.00187359480389708,0.000936797401948539,0.00306020484636523,0.00574569073195104,0.0313514863852111,0.0821883587309518,0.867037222083437,0.00780664501623782
FV,0.00262728755209277,0.00126834571480341,0.00217430693966298,0.00389563326689618,0.0239173763362928,0.0588874796158724,0.89264359485414,0.0145859757202392
FW,0.00124369515649831,0.000345470876805085,0.00110550680577627,0.00345470876805085,0.016029848683756,0.0494023353831272,0.916672424514613,0.0117460098113729
FX,0.00112069931637342,0.000112069931637342,0.000448279726549367,0.00145690911128544,0.00627591617169114,0.0323882102431918,0.941275355822033,0.0169225596772386
FY,0.00217286335103815,0.000885240624497022,0.00217286335103815,0.00289715113471753,0.0146467085144053,0.0351681957186544,0.921696442942218,0.0203605343634315
FZ,0.000879198171267804,0.000615438719887463,0.00140671707402849,0.00316511341656409,0.0101107789695797,0.0167047652540883,0.954281695094074,0.0128362933005099
GA,0.00124054087582186,0.000310135218955465,0.00130256791961295,0.00285324401439027,0.0127775710209651,0.0319439275524128,0.922466195261134,0.0271058181367076
GB,0.00133321482534886,0.000355523953426362,0.00124433383699227,0.00151097680206204,0.00613278819660475,0.0274642254021865,0.932805972802418,0.0291529641809617
GC,0.00101667344448963,0.000406669377795852,0.000813338755591704,0.00196556865934662,0.0104378473634269,0.0251457231937102,0.922190592381727,0.0380235868239122
GD,0.00120680894308943,6.35162601626016E-05,0.00114329268292683,0.00165142276422764,0.00940040650406504,0.0238821138211382,0.876778455284553,0.0858739837398374
GE,0.00430172674946986,0.000969403211148137,0.00357467434110875,0.00508936685852772,0.0201757043320206,0.0366555589215389,0.877855195395335,0.0513783701908513
GF,0.000473709142586452,5.92136428233065E-05,0.00136191378493605,0.00290146849834202,0.0142112742775936,0.0254618664140218,0.895843202273804,0.0596873519658929
GG,0.000475123871580805,0.000407249032783547,0.00101812258195887,0.0017647458087287,0.0120138464671146,0.0115387225955338,0.90667209665377,0.0661100929885292
GH,0.00149709563446913,0.000419186777651356,0.0011976765075753,0.00227558536439308,0.0106593209174202,0.027546559674232,0.910653332534882,0.0457512425893766
GJ,0.000583907509050566,0.00017517225271517,0.000934252014480906,0.00326988205068317,0.0136634357117833,0.0230059558565923,0.919303982249212,0.0390634123554829
GK,0.000881575080811049,0.000220393770202762,0.00154275639141934,0.00279165442256832,0.0139582721128416,0.0110196885101381,0.936820452541875,0.032765207170144
GL,0.00204290091930541,0.000444108895501177,0.00186525736110494,0.00310876226850824,0.016609672691744,0.0309988009059821,0.905626859706,0.0393036372518542
GM,0.000435392578975376,9.67539064389725E-05,0.000580523438633835,0.00154806250302356,0.00836921290697112,0.0111266992404818,0.939964201054618,0.0378791543708577
GN,0.00095066382560236,0.000262252089821341,0.000852319291919357,0.00170463858383871,0.0112768398623177,0.0141616128503524,0.929355843304376,0.0414358301917718
GP,0.000419354838709677,0.000258064516129032,0.000870967741935484,0.00374193548387097,0.0169354838709677,0.0192903225806452,0.915838709677419,0.0426451612903226
GR,0.000233499377334994,0,0.000233499377334994,0.00062266500622665,0.00179016189290162,0.00171232876712329,0.925902864259029,0.0695049813200498
GS,0.00138929088277858,0.000173661360347323,0.00150506512301013,0.00219971056439942,0.0110564399421129,0.0170188133140376,0.91548480463097,0.0511722141823444
GT,0.000997476970017016,0.000469400927066831,0.00173091591855894,0.00434195857536819,0.0229126327524497,0.0214457548553658,0.920759255999531,0.0273426040016429
GV,0.000505065509967616,0.000207968151163136,0.00115867969933747,0.00389197540033869,0.016845420244214,0.015983837903681,0.923527139843727,0.0378799132475712
GW,0.000918987699703096,7.06913615156228E-05,0.000989679061218719,0.00148451859182808,0.00812950657429662,0.0135727414109996,0.917785946557331,0.0570479287431076
GX,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
GY,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
GZ,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HA,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HB,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HC,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HD,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HE,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HF,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HG,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HH,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HJ,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HK,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HL,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HM,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HN,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HP,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HR,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HS,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HT,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HV,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HW,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HX,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HY,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
HZ,0.00019790223629527,0.00019790223629527,0.000296853354442905,0.000296853354442905,0.00207797348110034,0.00376014248961013,0.926974074807045,0.0661982980407679
YA,0,0,0,0,0,0,1,0
ZA,0.152512315270936,0.0283743842364532,0.222266009852217,0.424827586206897,0.0872906403940887,0.0707389162561576,0.012807881773399,0.00118226600985222
ZB,0.428007889546351,0.0374753451676529,0.100591715976331,0.0828402366863905,0.0512820512820513,0.138067061143984,0.159763313609467,0.0019723865877712
