"code";"label"
L215000;"{""de"": ""Mauer"", ""el"": ""Τοίχος"", ""en"": ""Wall"", ""fi"": ""Wall"", ""fr"": ""Mur"", ""he"": ""Wall"", ""hu"": ""Fal"", ""it"": ""Muro"", ""pl"": ""Mur"", ""ru"": ""Стена"", ""sl"": ""Zid"", ""uk"": ""Стіна"", ""zh"": ""Wall""}"
L215004;"{""de"": ""Steinmauer"", ""el"": ""Πέτρινος τοίχος"", ""en"": ""Stone wall"", ""fi"": ""Stone wall"", ""fr"": ""Stone wall"", ""he"": ""Stone wall"", ""hu"": ""Stone wall"", ""it"": ""Muro in pietra naturale"", ""pl"": ""Ściana z kamienia naturalnego"", ""ru"": ""Stone wall"", ""sl"": ""Kamniti zid"", ""uk"": ""Кам'яна стіна"", ""zh"": ""Stone wall""}"
L215055;"{""de"": ""Trockensteinmauer"", ""el"": ""Ξερολιθιά"", ""en"": ""Dry stone wall"", ""fi"": ""Dry stone wall"", ""fr"": ""Dry stone wall"", ""he"": ""Dry stone wall"", ""hu"": ""Dry stone wall"", ""it"": ""Muro a secco"", ""pl"": ""Suchy kamienny mur"", ""ru"": ""Dry stone wall"", ""sl"": ""Suhozic"", ""uk"": ""Гіпсокартон"", ""zh"": ""Dry stone wall""}"
L216004;"{""de"": ""Bordstein aus Naturstein"", ""el"": ""Πέτρινο πεζοδρόμιο"", ""en"": ""Stone kerb"", ""fi"": ""Stone kerb"", ""fr"": ""Bordure en pierre"", ""he"": ""אבן שפה"", ""hu"": ""Kőszegély"", ""it"": ""Cordolo in pietra naturale"", ""pl"": ""Krawężnik kamienny"", ""ru"": ""Бордюр из натурального камня"", ""sl"": ""Robnik iz naravnega kamna"", ""uk"": ""Кам'яний бордюр"", ""zh"": ""Stone kerb""}"
L217000;"{""de"": ""Zaun"", ""el"": ""Φράχτης"", ""en"": ""Fence"", ""fi"": ""Fence"", ""fr"": ""Clôture"", ""he"": ""גדר"", ""hu"": ""Kerítés"", ""it"": ""Recinzioni"", ""pl"": ""Ogrodzenie"", ""ru"": ""Ограда"", ""sl"": ""Ograja"", ""uk"": ""Паркан"", ""zh"": ""Fence""}"
L217300;"{""de"": ""Hoher kunststoffbeschichteter Maschenzaun"", ""el"": ""Περίφραξη με πλαστική επικάλυψη"", ""en"": ""Plastic-coated fence"", ""fi"": ""Plastic-coated fence"", ""fr"": ""Clôture plastifiée"", ""he"": ""גדר מצופה פלסטיק"", ""hu"": ""Műanyag bevonatú kerítés"", ""it"": ""Recinzione in rete plastificata alta"", ""pl"": ""Ogrodzenie z siatki powlekanej tworzywem sztucznym"", ""ru"": ""Высокая ограда из пластиковой сетки"", ""sl"": ""Plastificirana mrežasta ograja"", ""uk"": ""Огорожа з пластиковим покриттям"", ""zh"": ""Plastic-coated fence""}"
L217301;"{""de"": ""Zaun für Hundeplätze"", ""el"": ""Χαμηλός φράχτης"", ""en"": ""Low fence"", ""fi"": ""Low fence"", ""fr"": ""Clôture basse"", ""he"": ""גדר נמוכה"", ""hu"": ""Alacsony kerítés"", ""it"": ""Recinzione tipo area cani"", ""pl"": ""Ogrodzenie wybiegu dla psów"", ""ru"": ""Ограда типа вольер для собак"", ""sl"": ""Nizka ograja okoli območja za pse"", ""uk"": ""Низька огорожа"", ""zh"": ""Low fence""}"
L217302;"{""de"": ""Umzäunung aus Metallteilen"", ""el"": ""Μεταλλικός φράχτης"", ""en"": ""Metal fence"", ""fi"": ""Metal fence"", ""fr"": ""Metal fence"", ""he"": ""Metal fence"", ""hu"": ""Metal fence"", ""it"": ""Recinzione con manufatti metallici"", ""pl"": ""Ogrodzenie z paneli matalowych"", ""ru"": ""Metal fence"", ""sl"": ""Ograja - Mreža"", ""uk"": ""Металева огорожа"", ""zh"": ""Metal fence""}"
L217303;"{""de"": ""Zaun Typ \""Orsogrill\"""", ""el"": ""Μεταλλικός φράχτης με πλέγμα"", ""en"": ""Welded mesh fence"", ""fi"": ""Welded mesh fence"", ""fr"": ""Welded mesh fence"", ""he"": ""Welded mesh fence"", ""hu"": ""Welded mesh fence"", ""it"": ""Recinzione tipo orsogrill"", ""pl"": ""Ogrodzenie z paneli ogrodzeniowych"", ""ru"": ""Welded mesh fence"", ""sl"": ""panelna ograja"", ""uk"": ""Огорожа з зварної сітки"", ""zh"": ""Welded mesh fence""}"
L217304;"{""de"": ""Metallzaun auf niedriger Mauer"", ""el"": ""Χαμηλός μεταλλικός φράκτης"", ""en"": ""Metal fence on low wall"", ""fi"": ""Metal fence on low wall"", ""fr"": ""Metal fence on low wall"", ""he"": ""Metal fence on low wall"", ""hu"": ""Metal fence on low wall"", ""it"": ""Recinzione con manufatti metallici su muretto"", ""pl"": ""Ogrodzenie z paneli metalowych na murku"", ""ru"": ""Metal fence on low wall"", ""sl"": ""Kovninska ograja na parapetu"", ""uk"": ""Металева огорожа на низькій стіні"", ""zh"": ""Metal fence on low wall""}"
L217305;"{""de"": ""Niedriger Eisenprofilzaun zur Abgrenzung von Blumenbeeten"", ""el"": ""Χαμηλός μεταλλικός φράχτης, που συνορεύει με παρτέρια"", ""en"": ""Low iron fence, bordering flowerbeds"", ""fi"": ""Low iron fence, bordering flowerbeds"", ""fr"": ""Low iron fence, bordering flowerbeds"", ""he"": ""Low iron fence, bordering flowerbeds"", ""hu"": ""Low iron fence, bordering flowerbeds"", ""it"": ""Recinzione tipo profilo in ferro bassa a delimitazione aiuole"", ""pl"": ""Ogrodzenie o niskim profilu żelaznym do ograniczania rabat kwiatowych"", ""ru"": ""Low iron fence, bordering flowerbeds"", ""sl"": ""Nizka železna ograja za obrobo gredic"", ""uk"": ""Невисока залізна огорожа, окантовка клумб"", ""zh"": ""Low iron fence, bordering flowerbeds""}"
L217306;"{""de"": ""Leitplanke"", ""el"": ""προστατευτικό κιγκλίδωμα"", ""en"": ""guardrail"", ""fi"": ""guardrail"", ""fr"": ""guardrail"", ""he"": ""guardrail"", ""hu"": ""guardrail"", ""it"": ""Recinzione tipo barriera continua in metallo (guardrail]"", ""pl"": ""Ciągłe metalowe ogrodzenie typu bariera (poręcz)"", ""ru"": ""guardrail"", ""sl"": ""Varovalna ograja"", ""uk"": ""огорожі"", ""zh"": ""guardrail""}"
L217307;"{""de"": ""Lattenzaun"", ""el"": ""Φράχτης με σανίδες μυτερές"", ""en"": ""Picket fence"", ""fi"": ""Picket fence"", ""fr"": ""Picket fence"", ""he"": ""Picket fence"", ""hu"": ""Picket fence"", ""it"": ""Recinzione in legno \""tipo steccato\"""", ""pl"": ""Drewniane ogrodzenie typu sztachetowego"", ""ru"": ""Picket fence"", ""sl"": ""Plot"", ""uk"": ""Штахетник"", ""zh"": ""Picket fence""}"
L216019;"{""de"": ""Bordstein aus PVC"", ""el"": ""Πεζοδρόμιο από pvc/πλαστικό"", ""en"": ""Pvc/plastic kerb"", ""fi"": ""Pvc/plastic kerb"", ""fr"": ""Pvc/plastic kerb"", ""he"": ""Pvc/plastic kerb"", ""hu"": ""Pvc/plastic kerb"", ""it"": ""Cordolo in PVC"", ""pl"": ""Obrzeże plastikowe/PCV"", ""ru"": ""Pvc/plastic kerb"", ""sl"": ""PVC/Plastični robniki"", ""uk"": ""Бордюр пвх/пластик"", ""zh"": ""Pvc/plastic kerb""}"
L216024;"{""de"": ""Bordstein aus Eisen"", ""el"": ""Μεταλλικό πεζοδρόμιο"", ""en"": ""Iron kerb"", ""fi"": ""Iron kerb"", ""fr"": ""Iron kerb"", ""he"": ""Iron kerb"", ""hu"": ""Iron kerb"", ""it"": ""Cordolo in ferro"", ""pl"": ""Obrzeże żelazne"", ""ru"": ""Iron kerb"", ""sl"": ""Železni robnik"", ""uk"": ""Залізний бордюр"", ""zh"": ""Iron kerb""}"
L216026;"{""de"": ""Bordstein aus Metall (Corten)"", ""el"": ""Σύστημα οριοθέτησης από ατσάλι corten"", ""en"": ""Corten kerb"", ""fi"": ""Corten kerb"", ""fr"": ""Corten kerb"", ""he"": ""Corten kerb"", ""hu"": ""Corten kerb"", ""it"": ""Cordolo in metallo (Corten]"", ""pl"": ""Krawężnik cortenowy"", ""ru"": ""Corten kerb"", ""sl"": ""Kortenski robniki"", ""uk"": ""Бордюр металевий (Corten)"", ""zh"": ""Corten kerb""}"
L216057;"{""de"": ""Bordstein aus Porphyr"", ""el"": ""Πεζοδρόμιο πορφυρίτη"", ""en"": ""Porphyry kerb"", ""fi"": ""Porphyry kerb"", ""fr"": ""Porphyry kerb"", ""he"": ""Porphyry kerb"", ""hu"": ""Porphyry kerb"", ""it"": ""Cordolo in porfido"", ""pl"": ""Krawężnik porfirowy"", ""ru"": ""Porphyry kerb"", ""sl"": ""Porfirni robniki"", ""uk"": ""Бордюр порфіровий"", ""zh"": ""Porphyry kerb""}"
L218352;"{""de"": ""Fußgängertor mit Öffnungszeiten"", ""el"": ""Πύλη πεζών με ώρες λειτουργίας"", ""en"": ""Pedestrian gate with opening times"", ""fi"": ""Pedestrian gate with opening times"", ""fr"": ""Pedestrian gate with opening times"", ""he"": ""Pedestrian gate with opening times"", ""hu"": ""Pedestrian gate with opening times"", ""it"": ""Cancello pedonale sottoposto a chiusura oraria"", ""pl"": ""Bramka dla pieszych czasowo zamykana"", ""ru"": ""Pedestrian gate with opening times"", ""sl"": ""Vrata za pešce, ki se odpirajo po urniku"", ""uk"": ""Пішохідні ворота з таймером відкриття"", ""zh"": ""Pedestrian gate with opening times""}"
L218353;"{""de"": ""Fußgängertor ohne Öffnungszeiten"", ""el"": ""Πύλη για πεζούς"", ""en"": ""Pedestrian gate"", ""fi"": ""Pedestrian gate"", ""fr"": ""Pedestrian gate"", ""he"": ""Pedestrian gate"", ""hu"": ""Pedestrian gate"", ""it"": ""Cancello pedonale non sottoposto a chiusura oraria"", ""pl"": ""Bramka dla pieszych nie zamykana czasowo"", ""ru"": ""Pedestrian gate"", ""sl"": ""Vrata za pešce brez zapiranja po urniku"", ""uk"": ""Пішохідні ворота"", ""zh"": ""Pedestrian gate""}"
L218354;"{""de"": ""Bewegliche Schranke"", ""el"": ""Μπάρα ελέγχου κυκλοφορίας"", ""en"": ""Boom barrier"", ""fi"": ""Boom barrier"", ""fr"": ""Boom barrier"", ""he"": ""Boom barrier"", ""hu"": ""Boom barrier"", ""it"": ""Sbarra mobile"", ""pl"": ""Barierka przenośna"", ""ru"": ""Boom barrier"", ""sl"": ""Premična pregrada"", ""uk"": ""Мобільний шлагбаум"", ""zh"": ""Boom barrier""}"
L218355;"{""de"": ""Drehkreuz"", ""el"": ""Δενδροδόχος χωρίς σχάρα"", ""en"": ""Turnstile"", ""fi"": ""Turnstile"", ""fr"": ""Turnstile"", ""he"": ""Turnstile"", ""hu"": ""Turnstile"", ""it"": ""Tornello"", ""pl"": ""Bramka obrotowa"", ""ru"": ""Turnstile"", ""sl"": ""Vrtljivi prehod"", ""uk"": ""Турнікет"", ""zh"": ""Turnstile""}"
L219000;"{""de"": ""Allgemeine Bank - Linie"", ""el"": ""Παγκάκι (γραμμικό)"", ""en"": ""Generic bench (line)"", ""fi"": ""Generic bench (line)"", ""fr"": ""Generic bench (line)"", ""he"": ""Generic bench (line)"", ""hu"": ""Generic bench (line)"", ""it"": ""Panchina generica - linea"", ""pl"": ""Ławka ogólnie (linia)"", ""ru"": ""Generic bench (line)"", ""sl"": ""Klop (v vrsti)"", ""uk"": ""Стандартна лавка (лінія)"", ""zh"": ""Generic bench (line)""}"
L219004;"{""de"": ""Steinbank - Linie"", ""el"": ""Πέτρινο παγκάκι (γραμμικό)"", ""en"": ""Stone bench (line)"", ""fi"": ""Stone bench (line)"", ""fr"": ""Stone bench (line)"", ""he"": ""Stone bench (line)"", ""hu"": ""Stone bench (line)"", ""it"": ""Panchina in pietra - linea"", ""pl"": ""Ławka kamienna (linia)"", ""ru"": ""Stone bench (line)"", ""sl"": ""Kamnita klop (v vrsti)"", ""uk"": ""Лавка кам'яна (лінія)"", ""zh"": ""Stone bench (line)""}"
L219010;"{""de"": ""Sitzbank aus Beton - Linie"", ""el"": ""Τσιμεντένιο παγκάκι (γραμμικό)"", ""en"": ""Cement bench (line)"", ""fi"": ""Cement bench (line)"", ""fr"": ""Cement bench (line)"", ""he"": ""Cement bench (line)"", ""hu"": ""Cement bench (line)"", ""it"": ""Panchina in cemento - linea"", ""pl"": ""Ławka cementowa (linia)"", ""ru"": ""Cement bench (line)"", ""sl"": ""Cementna klop (v vrsti)"", ""uk"": ""Цементна лавка (лінія)"", ""zh"": ""Cement bench (line)""}"
L219012;"{""de"": ""Holzbank - Linie"", ""el"": ""Ξύλινο παγκάκι (γραμμικό)"", ""en"": ""Wooden bench (line)"", ""fi"": ""Wooden bench (line)"", ""fr"": ""Wooden bench (line)"", ""he"": ""Wooden bench (line)"", ""hu"": ""Wooden bench (line)"", ""it"": ""Panchina in legno - linea"", ""pl"": ""Ławka drewniana(linia)"", ""ru"": ""Wooden bench (line)"", ""sl"": ""Lesena klop (v vrsti)"", ""uk"": ""Дерев'яна лавка (лінія)"", ""zh"": ""Wooden bench (line)""}"
S101816;"{""de"": ""Wiese auf Strassenrand"", ""el"": ""Πράσινες παρίες δρόμου"", ""en"": ""Green road bank"", ""fi"": ""Green road bank"", ""fr"": ""Green road bank"", ""he"": ""Green road bank"", ""hu"": ""Green road bank"", ""it"": ""Prato in banchina"", ""pl"": ""Trawnik na brzegu drogi"", ""ru"": ""Green road bank"", ""sl"": ""Travnata bankina"", ""uk"": ""Green road bank"", ""zh"": ""Green road bank""}"
L217309;"{""de"": ""Seilzaun"", ""el"": ""Περίφραξη με σχοινί"", ""en"": ""Rope fence"", ""fi"": ""Rope fence"", ""fr"": ""Rope fence"", ""he"": ""Rope fence"", ""hu"": ""Rope fence"", ""it"": ""Recinzione \""tipo corda\"""", ""pl"": ""Ogrodzenie typu liniowego"", ""ru"": ""Rope fence"", ""sl"": ""Mrežasta ograja"", ""uk"": ""Мотузковий паркан"", ""zh"": ""Rope fence""}"
L218000;"{""de"": ""Eingangstor"", ""el"": ""Πύλη"", ""en"": ""Gate"", ""fi"": ""Gate"", ""fr"": ""Barrière"", ""he"": ""Gate"", ""hu"": ""Kapu"", ""it"": ""Cancello"", ""pl"": ""Brama"", ""ru"": ""Ворота/Калитка"", ""sl"": ""Železna vrata (kapija)"", ""uk"": ""Ворота"", ""zh"": ""Gate""}"
L218350;"{""de"": ""Einfahrtstor mit Öffnungszeiten"", ""el"": ""Πύλη εισόδου με ώρες λειτουργίας"", ""en"": ""Driveway gate with opening times"", ""fi"": ""Driveway gate with opening times"", ""fr"": ""Driveway gate with opening times"", ""he"": ""Driveway gate with opening times"", ""hu"": ""Driveway gate with opening times"", ""it"": ""Cancello carraio sottoposto a chiusura oraria"", ""pl"": ""Brama wjazdowa czasowo zamykana"", ""ru"": ""Driveway gate with opening times"", ""sl"": ""Vrata za avtomobile, ki se odpirajo po urniku"", ""uk"": ""Під'їзна хвіртка з часом відкриття"", ""zh"": ""Driveway gate with opening times""}"
L218351;"{""de"": ""Einfahrtstor ohne Öffnungszeiten"", ""el"": ""Πύλη εισόδου"", ""en"": ""Driveway gate"", ""fi"": ""Driveway gate"", ""fr"": ""Driveway gate"", ""he"": ""Driveway gate"", ""hu"": ""Driveway gate"", ""it"": ""Cancello carraio non sottoposto a chiusura oraria"", ""pl"": ""Brama wjazdowa nie zamykana czasowo"", ""ru"": ""Driveway gate"", ""sl"": ""Vrata za avtomobile brez zapiranja po urniku"", ""uk"": ""Під'їзні ворота"", ""zh"": ""Driveway gate""}"
L219403;"{""de"": ""Mauerbank - Linie"", ""el"": ""Χτιστό παγκάκι/τοιχάκι (γραμμικό)"", ""en"": ""Sitting wall (line)"", ""fi"": ""Sitting wall (line)"", ""fr"": ""Sitting wall (line)"", ""he"": ""Sitting wall (line)"", ""hu"": ""Sitting wall (line)"", ""it"": ""Panchina tipo \""muretto\"" - linea"", ""pl"": ""Ławka przyścienna (linia)"", ""ru"": ""Sitting wall (line)"", ""sl"": ""Zidel za sedenje"", ""uk"": ""Sitting wall (line)"", ""zh"": ""Sitting wall (line)""}"
L219404;"{""de"": ""Holzbank mit 16 Leisten, Gedenkbank - Linie"", ""el"": ""Αφιερωμένο παγκάκι με 16 ξύλινα πηχάκια (γραμμικό)"", ""en"": ""16 wooden slats memorial bench (line)"", ""fi"": ""16 wooden slats memorial bench (line)"", ""fr"": ""16 wooden slats memorial bench (line)"", ""he"": ""16 wooden slats memorial bench (line)"", ""hu"": ""16 wooden slats memorial bench (line)"", ""it"": ""Panchina in legno a 16 listelli commemorativa - linea"", ""pl"": ""Ławka pamiątkowa z 16 listew drewnianych (linia)"", ""ru"": ""16 wooden slats memorial bench (line)"", ""sl"": ""Spominska lesena klop - 16 lat (v vrsti)"", ""uk"": ""16 wooden slats memorial bench (line)"", ""zh"": ""16 wooden slats memorial bench (line)""}"
L219405;"{""de"": ""Holzbank mit 4 Leisten, Gedenkbank - Linie"", ""el"": ""Αφιερωμένο παγκάκι με 4 ξύλινα πηχάκια (γραμμικό)"", ""en"": ""4 wooden slats memorial bench (line)"", ""fi"": ""4 wooden slats memorial bench (line)"", ""fr"": ""4 wooden slats memorial bench (line)"", ""he"": ""4 wooden slats memorial bench (line)"", ""hu"": ""4 wooden slats memorial bench (line)"", ""it"": ""Panchina in legno a 4 listelloni commemorativa - linea"", ""pl"": ""Ławka pamiątkowa z 4 listew drewnianych (linia)"", ""ru"": ""4 wooden slats memorial bench (line)"", ""sl"": ""Spominska lesena klop - 4 late (v vrsti)"", ""uk"": ""4 wooden slats memorial bench (line)"", ""zh"": ""4 wooden slats memorial bench (line)""}"
L220000;"{""de"": ""Allgemeine Ablaufrinne"", ""el"": ""Σωλήνας αποστράγγισης"", ""en"": ""Generic drainage pipe"", ""fi"": ""Generic drainage pipe"", ""fr"": ""Generic drainage pipe"", ""he"": ""Generic drainage pipe"", ""hu"": ""Generic drainage pipe"", ""it"": ""Canalina di scolo generica"", ""pl"": ""Kanał odwadniający ogólnie"", ""ru"": ""Generic drainage pipe"", ""sl"": ""Odtok"", ""uk"": ""Generic drainage pipe"", ""zh"": ""Generic drainage pipe""}"
L220010;"{""de"": ""Ablaufrinne in Zement"", ""el"": ""Τσιμεντένιος σωλήνας αποστράγγισης"", ""en"": ""Cement drainage pipe"", ""fi"": ""Cement drainage pipe"", ""fr"": ""Cement drainage pipe"", ""he"": ""Cement drainage pipe"", ""hu"": ""Cement drainage pipe"", ""it"": ""Canalina di scolo in cemento"", ""pl"": ""Kanał odwadniający betonowy"", ""ru"": ""Cement drainage pipe"", ""sl"": ""Beonski odtok"", ""uk"": ""Cement drainage pipe"", ""zh"": ""Cement drainage pipe""}"
L220019;"{""de"": ""Ablaufrinne in PVC"", ""el"": ""Pvc/πλαστικός σωλήνας αποστράγγισης"", ""en"": ""Pvc/plastic drainage pipe"", ""fi"": ""Pvc/plastic drainage pipe"", ""fr"": ""Pvc/plastic drainage pipe"", ""he"": ""Pvc/plastic drainage pipe"", ""hu"": ""Pvc/plastic drainage pipe"", ""it"": ""Canalina di scolo in PVC"", ""pl"": ""Kanał odwadniający pcv/plastikowy"", ""ru"": ""Pvc/plastic drainage pipe"", ""sl"": ""Plastično odtok"", ""uk"": ""Pvc/plastic drainage pipe"", ""zh"": ""Pvc/plastic drainage pipe""}"
S103160;"{""de"": ""Stadtwald"", ""el"": ""Αστικό δάσος"", ""en"": ""Urban forest"", ""fi"": ""Urban forest"", ""fr"": ""Urban forest"", ""he"": ""Urban forest"", ""hu"": ""Urban forest"", ""it"": ""Forestazione urbana"", ""pl"": ""Las miejski"", ""ru"": ""Urban forest"", ""sl"": ""Urbani gozd"", ""uk"": ""Urban forest"", ""zh"": ""Urban forest""}"
L219400;"{""de"": ""Holzbank mit 16 Leisten – Linee"", ""el"": ""Παγκάκι με 16 ξύλινα πηχάκια (γραμμικό)"", ""en"": ""16 wooden slats bench (line)"", ""fi"": ""16 wooden slats bench (line)"", ""fr"": ""16 wooden slats bench (line)"", ""he"": ""16 wooden slats bench (line)"", ""hu"": ""16 wooden slats bench (line)"", ""it"": ""Panchina in legno a 16 listelli - linea"", ""pl"": ""Ławka z 16 listew drewnianych (linia)"", ""ru"": ""16 wooden slats bench (line)"", ""sl"": ""Lesena klop - 16 lat (v vrsti)"", ""uk"": ""16 wooden slats bench (line)"", ""zh"": ""16 wooden slats bench (line)""}"
L219401;"{""de"": ""Holzbank mit 4 Leisten – Linie"", ""el"": ""Παγκάκι με 4 ξύλινα πηχάκια (γραμμικό)"", ""en"": ""4 wooden slats bench (line)"", ""fi"": ""4 wooden slats bench (line)"", ""fr"": ""4 wooden slats bench (line)"", ""he"": ""4 wooden slats bench (line)"", ""hu"": ""4 wooden slats bench (line)"", ""it"": ""Panchina in legno a 4 listelloni - linea"", ""pl"": ""Ławka z 4 listew drewnianych (linia)"", ""ru"": ""4 wooden slats bench (line)"", ""sl"": ""Lesena klop - 4 late (v vrsti)"", ""uk"": ""4 wooden slats bench (line)"", ""zh"": ""4 wooden slats bench (line)""}"
L219402;"{""de"": ""Parkbank mit Blumenkasten - Linie"", ""el"": ""Παγκάκι με γλάστρες (γραμμικό)"", ""en"": ""Bench with planters (line)"", ""fi"": ""Bench with planters (line)"", ""fr"": ""Bench with planters (line)"", ""he"": ""Bench with planters (line)"", ""hu"": ""Bench with planters (line)"", ""it"": ""Panchina con fioriera - linea"", ""pl"": ""Ławka z donicami (linia)"", ""ru"": ""Bench with planters (line)"", ""sl"": ""Klop s cvetličnim koritom"", ""uk"": ""Bench with planters (line)"", ""zh"": ""Bench with planters (line)""}"
L219024;"{""de"": ""Metallsitzbank - Linie"", ""el"": ""Μεταλλικό παγκάκι (γραμμικό)"", ""en"": ""Iron bench (line)"", ""fi"": ""Iron bench (line)"", ""fr"": ""Iron bench (line)"", ""he"": ""Iron bench (line)"", ""hu"": ""Iron bench (line)"", ""it"": ""Panchina in ferro - linea"", ""pl"": ""Ławka żelazna (linia)"", ""ru"": ""Iron bench (line)"", ""sl"": ""Železna klop (v vrsti)"", ""uk"": ""Залізна лавка - лінія"", ""zh"": ""Iron bench (line)""}"
S101017;"{""de"": ""Schotterweg"", ""el"": ""Φυσικό έδαφος"", ""en"": ""Bare ground"", ""fi"": ""Bare ground"", ""fr"": ""Bare ground"", ""he"": ""Bare ground"", ""hu"": ""Bare ground"", ""it"": ""Sterrato"", ""pl"": ""Droga gruntowa"", ""ru"": ""Bare ground"", ""sl"": ""Gola tla"", ""uk"": ""Bare ground"", ""zh"": ""Bare ground""}"
S101050;"{""de"": ""Schotterrasen"", ""el"": ""Πλακόστρωτα με γρασίδι"", ""en"": ""Grass pavers"", ""fi"": ""Grass pavers"", ""fr"": ""Pavés de gazon"", ""he"": ""אזור דשא"", ""hu"": ""Gyepburkolat"", ""it"": ""Prato in carreggiabile erbosa"", ""pl"": ""Droga trawiasta"", ""ru"": ""Травяное дорожное покрытие"", ""sl"": ""Zatravljeni rušniki"", ""uk"": ""Трав’яне дорожнє покриття"", ""zh"": ""Grass pavers""}"
S101051;"{""de"": ""Böschungsrasen"", ""el"": ""Πρανές με γρασίδι"", ""en"": ""Sloped lawn"", ""fi"": ""Sloped lawn"", ""fr"": ""Pelouse en pente"", ""he"": ""מדשאה בשיפוע"", ""hu"": ""Lejtős pázsit"", ""it"": ""Prato in scarpata"", ""pl"": ""Trawnik na stoku "", ""ru"": ""Каскадный ландшафт"", ""sl"": ""Zatravljeno pobočje"", ""uk"": ""Каскадний ландшафт"", ""zh"": ""Sloped lawn""}"
S101052;"{""de"": ""Schienenrasen"", ""el"": ""Γραμμή τράμ με γρασίδι"", ""en"": ""Grass tramway"", ""fi"": ""Grass tramway"", ""fr"": ""Grass tramway"", ""he"": ""Grass tramway"", ""hu"": ""Grass tramway"", ""it"": ""Prato in linea tramviaria"", ""pl"": ""Trawnik na torowisku tramwajowym"", ""ru"": ""Grass tramway"", ""sl"": ""Zatravljena tramvajska proga"", ""uk"": ""Grass tramway"", ""zh"": ""Grass tramway""}"
S101053;"{""de"": ""Friedhofsrasen"", ""el"": ""Νεκροταφείο"", ""en"": ""Graveyard"", ""fi"": ""Graveyard"", ""fr"": ""Graveyard"", ""he"": ""Graveyard"", ""hu"": ""Graveyard"", ""it"": ""Prato su campi cimiteriali"", ""pl"": ""Trawnik na terenie cmentarza"", ""ru"": ""Graveyard"", ""sl"": ""Pokopališče"", ""uk"": ""Graveyard"", ""zh"": ""Graveyard""}"
S101115;"{""de"": ""Brachliegende Wiese"", ""el"": ""Ακαλλιέργητη Γη"", ""en"": ""Wasteland"", ""fi"": ""Wasteland"", ""fr"": ""Wasteland"", ""he"": ""Wasteland"", ""hu"": ""Wasteland"", ""it"": ""Prato incolto"", ""pl"": ""Łąka odłogowana"", ""ru"": ""Wasteland"", ""sl"": ""Nevzdrževan travnik"", ""uk"": ""Wasteland"", ""zh"": ""Wasteland""}"
S101117;"{""de"": ""Wiesenrand"", ""el"": ""Παρυφές λιβαδιού"", ""en"": ""Fringe meadow"", ""fi"": ""Fringe meadow"", ""fr"": ""Fringe meadow"", ""he"": ""Fringe meadow"", ""hu"": ""Fringe meadow"", ""it"": ""Prato marginale"", ""pl"": ""Łąka o marginalnym znaczeniu"", ""ru"": ""Fringe meadow"", ""sl"": ""Robna trata"", ""uk"": ""Fringe meadow"", ""zh"": ""Fringe meadow""}"
S101118;"{""de"": ""Wiese/landwirtschaftliches Feld"", ""el"": ""Αγροτεμάχιο"", ""en"": ""Agricultural field"", ""fi"": ""Agricultural field"", ""fr"": ""Agricultural field"", ""he"": ""Agricultural field"", ""hu"": ""Agricultural field"", ""it"": ""Prato/campo agricolo"", ""pl"": ""Łąka/pole uprawne"", ""ru"": ""Agricultural field"", ""sl"": ""Kmetijska površina"", ""uk"": ""Agricultural field"", ""zh"": ""Agricultural field""}"
S101119;"{""de"": ""Blumenwiese"", ""el"": ""Λιβάδι"", ""en"": ""Flower lawn"", ""fi"": ""Flower lawn"", ""fr"": ""Flower lawn"", ""he"": ""Flower lawn"", ""hu"": ""Flower lawn"", ""it"": ""Prato fiorito"", ""pl"": ""Łąka kwietna"", ""ru"": ""Flower lawn"", ""sl"": ""Cvetoči travnik"", ""uk"": ""Flower lawn"", ""zh"": ""Flower lawn""}"
S101120;"{""de"": ""Spontane Blumenwiese"", ""el"": ""Ανθώνας με εποχιακά"", ""en"": ""Spontaneous flower lawn"", ""fi"": ""Spontaneous flower lawn"", ""fr"": ""Spontaneous flower lawn"", ""he"": ""Spontaneous flower lawn"", ""hu"": ""Spontaneous flower lawn"", ""it"": ""Prato fiorito spontaneo"", ""pl"": ""Łąka z dzikimi kwiatami"", ""ru"": ""Spontaneous flower lawn"", ""sl"": ""Naravni cvetoči travnik"", ""uk"": ""Spontaneous flower lawn"", ""zh"": ""Spontaneous flower lawn""}"
S101124;"{""de"": ""Wiese in Grenzgraben"", ""el"": ""Πράσινο σε παριές τάφρου δρόμου/κανάλι"", ""en"": ""Meadow in border ditch"", ""fi"": ""Meadow in border ditch"", ""fr"": ""Meadow in border ditch"", ""he"": ""Meadow in border ditch"", ""hu"": ""Meadow in border ditch"", ""it"": ""Prato in fosso di confine"", ""pl"": ""Łąka w przydrożnym rowie"", ""ru"": ""Meadow in border ditch"", ""sl"": ""Zatravljen jarek"", ""uk"": ""Meadow in border ditch"", ""zh"": ""Meadow in border ditch""}"
