id,sensor,name,lat,lon
camera_m2000_kirchsteiger,1cd5c31b-4b28-4c3e-be09-d75545e5b7b5,Camera Merano 2000 Kirchsteiger Bridge,46.687125,11.282125
radar_m2000_kirchsteiger,78dad6a2-f5bd-44f1-a52f-20caf4050201,Radar Merano 2000 Kirchsteiger Bridge,46.687125,11.282125
